title,description,source,access,date,lang,issue,tags,
Launching the Facebook Map,"Insight into the creation of a global, multi-scale basemap for Facebook using OpenStreetMap data. Provides details on the process and map design.",https://hi.stamen.com/launching-the-facebook-map-8d028c4f0e0e,,,en,21-Feb,"visuals, blog",
Lancement de la carte Facebook,Aperçu de la création d'une carte de base globale et multi-échelle pour Facebook en utilisant les données d'OpenStreetMap. Fournit des détails sur le processus et la conception de la carte.,https://hi.stamen.com/launching-the-facebook-map-8d028c4f0e0e,,,fr,21-Feb,"visuels, blog",
Machine Learning in Mining,"Current technologies and their applications in the mining industry, from exploration to equipment management.",https://medium.com/@spenmetsa/machine-learning-in-mining-c9b55ed55c6d,,,en,21-Feb,industry,
L'apprentissage automatique dans l'industrie minière,"Les technologies courantes et leurs applications dans l'industrie minière, de l'exploration à la gestion des équipements.",https://medium.com/@spenmetsa/machine-learning-in-mining-c9b55ed55c6d,,,fr,21-Feb,industrie,
Mapping Crop Types in Southeast India with Smartphone Crowdsourcing and Deep Learning,"An alternative approach to crop mapping using multiple optical satellites,  crowd sourcing,weak supervision and convolutional neural networks.",https://www.mdpi.com/2072-4292/12/18/2957,,,en,21-Feb,"journal, agriculture, methods",
Cartographie des types de cultures dans le sud-est de l'Inde grâce à l'approche participative et à l'apprentissage profond par téléphone intelligent,"Une approche alternative à la cartographie des cultures utilisant de multiples satellites optiques, l'externalisation ouverte, une faible supervision et des réseaux neuronaux convolutifs.",https://www.mdpi.com/2072-4292/12/18/2957,,,fr,21-Feb,"revue, agriculture, méthodes",
A Guide: Turning OpenStreetMap Location Data into ML Features,,https://towardsdatascience.com/a-guide-turning-openstreetmap-location-data-into-ml-features-e687b66db210?source=email-e159170ad044-1610880043284-digest.reader------0-58------------------34f6fd1b_9559_4094_bb0e_e86b9f11fa87-1-4d2b96ef_4052_4b65_949b_a4bc85e54019----,,,en,21-Feb,"blog, methods",
Un guide : Transformer les données de localisation d'OpenStreetMap en caractéristiques d'apprentissage automatique,,https://towardsdatascience.com/a-guide-turning-openstreetmap-location-data-into-ml-features-e687b66db210?source=email-e159170ad044-1610880043284-digest.reader------0-58------------------34f6fd1b_9559_4094_bb0e_e86b9f11fa87-1-4d2b96ef_4052_4b65_949b_a4bc85e54019----,,,fr,21-Feb,"blog, méthodes",
Researchers are using AI to track gentrification across Ottawa,"With deep learning and Google's streetview images, Professor Michael Sawada of the University of Ottawa has been able to monitor and map gentrification across the nation’s capital.",http://canadiangeographic.ca/article/researchers-are-using-ai-track-gentrification-across-ottawa,2021-03-29,2019-12-03,en,21-Apr,"news, methods",
Les chercheurs utilisent l'IA pour suivre l'embourgeoisement à Ottawa,"Au moyen de l’apprentissage profond et des images de Google Street View, le professeur Michael Sawada, de l’Université d’Ottawa, a été en mesure de surveiller et de cartographier l’embourgeoisement à l’échelle de la capitale du pays.",http://canadiangeographic.ca/article/researchers-are-using-ai-track-gentrification-across-ottawa,2021-03-29,2019-12-03,fr,21-Apr,"nouvelles, méthodes",
Satellite Map,"Interactive map of Earth's satellites categorized by country, size, type (junk or not junk), launch date and orbit.",http://richiecarmichael.github.io/sat/index.html,2021-04-15,,en,21-Apr,"data, visuals",
Carte des satellites,"Carte interactive des satellites de la Terre qui sont classés par pays, taille, type (épaves ou non), date de lancement et orbite.",http://richiecarmichael.github.io/sat/index.html,2021-04-15,,fr,21-Apr,"données, visuels",
Satellite Data Analysis and Machine Learning Classification with QGIS ,"Would you like to increase your skills in the field of satellite images processing using machine learning? This course introduces how classification of satellite imagery can be done with QGIS by showing how to retrieve, process and classify satellite imagery, as well as how to assess performance of machine learning algorithms through error matrix and accuracy indexes. The course is two parts, taking place on April 27 and May 11. ",https://aiforgood.itu.int/events/workshop-satellite-data-analysis-and-machine-learning-classification-with-qgis-part-1/,,,en,21-Apr,"training, events",
Analyse des données satellitaires et classification par apprentissage automatique avec QGIS (en anglais seulement) ,"Vous souhaitez améliorer vos compétences dans le domaine du traitement des images satellite à l'aide de l'apprentissage automatique ? Ce cours présente la classification d'images satellites avec QGIS en montrant comment récupérer, traiter et classifier des images satellites, ainsi que comment évaluer les performances des algorithmes d'apprentissage automatique à l'aide de matrices d'erreurs et d'indices de précision. Le cours se déroule en deux parties, le 27 avril et le 11 mai. ",https://aiforgood.itu.int/events/workshop-satellite-data-analysis-and-machine-learning-classification-with-qgis-part-1/,,,fr,21-Apr,"formation, événement",
Le temps passe vite dans la plus grande mise à jour de Google Earth depuis des années,"Dans la plus grande mise à jour de Google Earth depuis 2017, vous pouvez désormais voir notre planète dans une toute nouvelle dimension : le temps. Avec Timelapse dans Google Earth, 24 millions de photos satellites des 37 dernières années ont été compilées dans une expérience 4D interactive. Désormais, n'importe qui peut regarder le temps se dérouler et assister à près de quatre décennies de changements planétaires. ",https://blog.google/products/earth/timelapse-in-google-earth/,,,fr,21-Apr,"visuels, blog",
Time flies in Google Earth’s biggest update in years,"In the biggest update to Google Earth since 2017, you can now see our planet in an entirely new dimension — time. With Timelapse in Google Earth, 24 million satellite photos from the past 37 years have been compiled into an interactive 4D experience. Now anyone can watch time unfold and witness nearly four decades of planetary change. ",https://blog.google/products/earth/timelapse-in-google-earth/,,,en,21-Apr,"visuals, blog",
Redefining what a map can be with new information and AI,"Google Maps has new features with the use of Artificial Intelligence (AI). For example, they are using computer vision with their street-level imagery to develop augmented reality navigation for indoor spaces in select geographies, such as San Francisco. Google Maps has also incorporated air quality through leveraging various weather and pollution data sources. Further, eco-friendly routing, navigating based on the lowest carbon footprint option.",https://blog.google/products/maps/redefining-what-map-can-be-new-information-and-ai,,,en,21-Apr,"visuals, blog, news",
Redéfinir ce que peut être une carte grâce aux nouvelles informations et à l'IA,"Google Maps propose de nouvelles fonctionnalités grâce à l'intelligence artificielle (IA). Par exemple, l'entreprise utilise la vision par ordinateur avec son imagerie au niveau de la rue pour développer la navigation en réalité augmentée pour les espaces intérieurs dans certaines zones géographiques, comme San Francisco. Google Maps a également intégré la qualité de l'air en exploitant diverses sources de données sur la météo et la pollution. En outre, des itinéraires respectueux de l'environnement permettent de naviguer en fonction de l'option présentant la plus faible empreinte carbone.",https://blog.google/products/maps/redefining-what-map-can-be-new-information-and-ai,,,fr,21-Apr,"visuels, blog, nouvelles",
Sanctions Explorer: a C4ADS Data Tool,Countering ilicit activities by tracking historic and current sanctions through public government data sources.,https://c4ads.org/blogposts/2020/11/30/sanctions-explorer-a-c4ads-data-tool,2021-04-15,,en,21-Apr,"blog, data, visuals",
Sanctions Explorer : un outil de données de C4ADS,Prévenir les activités illicites en suivant les sanctions historiques et actuelles au moyen de sources de données publiques du gouvernement.,https://c4ads.org/blogposts/2020/11/30/sanctions-explorer-a-c4ads-data-tool,2021-04-15,,fr,21-Apr,"visuels, blog, données",
The Food Capitals of Instagram,Interactive map of geotags and food-related hashtags on Instagram obtained through Instagram's API.,https://cewe-photoworld.com/instagram-food-capitals/,2021-04-15,,en,21-Apr,"blog, visuals",
The Food Capitals of Instagram,"Carte interactive, sur Instagram, de balises géographiques et de mots-clics associés à la nourriture, obtenus au moyen de l’API d’Instagram.",https://cewe-photoworld.com/instagram-food-capitals/,2021-04-15,,fr,21-Apr,"visuels, blog",
Evaluating the quality of OSM roads and buildings in the Quebec Province ,A quality validation of OpenStreetMap's crowdsourcing abilities.,https://corpus.ulaval.ca/jspui/bitstream/20.500.11794/67232/1/36576.pdf,2021-03-30,1905-07-12,en,21-Apr,journal,
Évaluation de la qualité des routes et des immeubles sur OSM dans la province de Québec,Validation de la qualité des capacités de l’approche participative d’OpenStreetMap.,https://corpus.ulaval.ca/jspui/bitstream/20.500.11794/67232/1/36576.pdf,2021-03-30,1905-07-12,fr,21-Apr,revue,
Détection de mines au Canada à partir d'images satellites à l'aide de l'apprentissage profond,Le CPSE a publié un document de travail sur l'utilisation de l'apprentissage profond pour identifier les mines à partir d'images satellites.,https://gcdocs.gc.ca/statcan/llisapi.dll?func=ll&objId=14772094&objAction=download,,,fr,21-Apr,"méthodes, statcan",
Mining Detection in Canada from Satellite Imagery using Deep Learning,CSBP has released a working paper on using deep learning to identify mines from satellite imagery.,https://gcdocs.gc.ca/statcan/llisapi.dll?func=ll&objId=14772094&objAction=download,,,en,21-Apr,"methods, statcan",
La mobilité urbaine dans l'économie du partage : Une comparaison spatio-temporelle des services de mobilité partagée,Le Platial Analysis Lab de McGill présente une recherche portant sur deux aspects clés des services de micro-mobilité : (1) les différences spatiales et temporelles entre les entreprises de mobilité , (2) la comparaison de leurs services aux modes de transport existants en termes de temps de déplacement dans une ville.,https://gcdocs.gc.ca/statcan/llisapi.dll?func=ll&objId=14803515&objAction=download,,,fr,21-Apr,"méthodes, revue, industrie"
Urban mobility in the sharing economy: A spatiotemporal comparison of shared mobility services,McGill's Platial Analysis Lab presents research investigating two key aspects of micro-mobility services: (1) the spatial and temporal differences between mobility companies, (2) compare their services to existing modes of transportation in terms of travel time within a city,https://gcdocs.gc.ca/statcan/llisapi.dll?func=ll&objId=14803515&objAction=download,,,en,21-Apr,"methods, journal, industry"
Une comparaison par pays de la réponse aux politiques de COVID-19 en matière d'activités basées sur le lieu de travail,Le Platial Analysis Lab de McGill présente une recherche sur les schémas d'activité dans les lieux après l'action gouvernementale COVID-19 et la réponse des résidents.,https://gcdocs.gc.ca/statcan/llisapi.dll?func=ll&objId=14803738&objAction=download,,,fr,21-Apr,"méthodes, revue, industrie",
A country comparison of place-based activity response to COVID-19 policies,McGill's Platial Analysis Lab presents research on place-based activity patterns after COVID-19 government action and residents' response,https://gcdocs.gc.ca/statcan/llisapi.dll?func=ll&objId=14803738&objAction=download,,,en,21-Apr,"methods, journal, industry",
Spatial Modelling for Data Scientists ,"A course taught by Dr. Francisco Rowe and Dr. Dani Arribas-Bel in the Second Semester of 2020/21 at the University of Liverpool, United Kingdom. You will learn how to analyze and model different types of spatial data as well as gaining an understanding of the various challenges arising from manipulating such data.",https://gdsl-ul.github.io/san/,,,en,21-Apr,training,
La modélisation spatiale au service des scientifiques des données ,"Il s’agit d’un cours donné par les professeurs Francisco Rowe, Ph. D. et Dani Arribas-Bel, Ph. D. au deuxième semestre de 2020-2021 à l’Université de Liverpool, au Royaume-Uni. Vous apprendrez comment analyser et modéliser divers types de données spatiales et comprendrez mieux les différents défis que pose la manipulation de ces données (en anglais seulement).",https://gdsl-ul.github.io/san/,,,fr,21-Apr,formation,
How to Monitor Trees in a City Using Graph Neural Networks?,Tutorial on using Graph Neural Networks to geo-localise trees in urban settings.,https://medium.com/@ahmedsnassar/how-to-monitor-trees-in-a-city-using-graph-neural-networks-49d09dfd3d02?source=email-e159170ad044-1612780571110-digest.reader------0-58------------------cf33b7f9_ba01_4ebc_99a2_7bac63027c45-1-1dac9450_5d6b_484f_a1fe_f7ad8fa71ad9----&sectionName=top,2021-03-11,2020-09-17,en,21-Apr,"blog, methods, environment",
Comment surveiller les arbres dans une ville à l’aide de réseaux de neurones graphiques?,Tutoriel sur l’utilisation de réseaux de neurones graphiques pour géolocaliser les arbres en milieu urbain,https://medium.com/@ahmedsnassar/how-to-monitor-trees-in-a-city-using-graph-neural-networks-49d09dfd3d02?source=email-e159170ad044-1612780571110-digest.reader------0-58------------------cf33b7f9_ba01_4ebc_99a2_7bac63027c45-1-1dac9450_5d6b_484f_a1fe_f7ad8fa71ad9----&sectionName=top,2021-03-11,2020-09-17,fr,21-Apr,"blog, méthodes, environnement",
Estimating Building Heights Using LiDAR Data,Making use of docker for PostgreSQL and a pdal pipeline to assess building elevations from Lidar data in San Francisco.,https://medium.com/one-concern/estimating-building-heights-using-lidar-data-b2f979266c3b,2021-02-25,2020-09-11,en,21-Apr,"blog, methods",
Estimation de la hauteur des bâtiments à l’aide des données LiDAR,Utilisation de Docker pour PostgreSQL et d’un pipeline PDAL pour évaluer la hauteur des bâtiments à partir des données LiDAR à San Francisco.,https://medium.com/one-concern/estimating-building-heights-using-lidar-data-b2f979266c3b,2021-02-25,2020-09-11,fr,21-Apr,"blog, méthodes",
Le Géographe canadien : les géographies de la santé et du bien-être autochtone,"Accès complet aux articles suivants : «Gwaabaw: Applying Anishinaabe harvesting protocols to energy governance» et «Mining sick: Creatively unsettling normative narratives about industry, environment, extraction, and the health geographies of rural, remote, northern, and Indigenous communities in British Columbia»",https://onlinelibrary.wiley.com/toc/15410064/2021/65/1,,,fr,21-Apr,revue,
The Canadian Geographer Special Section: Geographies of Indigenous health and wellness,"Full access to articles including the following: ""Gwaabaw: Applying Anishinaabe harvesting protocols to energy governance"" and ""Mining sick: Creatively unsettling normative narratives about industry, environment, extraction, and the health geographies of rural, remote, northern, and Indigenous communities in British Columbia""",https://onlinelibrary.wiley.com/toc/15410064/2021/65/1,,,en,21-Apr,journal,
Animer les trajectoires de la micro-mobilité,Le Platial Analysis Lab de McGill présente une visualisation pour montrer les trajectoires de la micro-mobilité dans les villes européennes,https://platial.science/animating-micro-mobility-trajectories/,,,fr,21-Apr,"méthodes, revue, industrie, visuels",
Animating Micro-Mobility Trajectories,McGill's Platial Analysis Lab presents a visualization to show micro-mobility trajectories in Europe cities,https://platial.science/animating-micro-mobility-trajectories/,,,en,21-Apr,"methods, journal, industry, visuals",
Geointeresting Podcast,"Geointeresting is the official podcast of the National Geospatial-Intelligence Agency, featuring brief conversations with innovators, explorers and pathfinders.",https://podcasts.apple.com/ca/podcast/geointeresting/id990858116,2021-03-24,,en,21-Apr,"news, methods",
Balado Geointeresting,"Geointeresting est le balado officiel du National Geospatial-Intelligence Agency, mettant en vedette de brèves conversations avec des innovateurs, des explorateurs et des éclaireurs.",https://podcasts.apple.com/ca/podcast/geointeresting/id990858116,2021-03-24,,fr,21-Apr,nouvelles,
The Human Reach,"The first chapter in Living in the Age of Humans, a series from Esri's StoryMaps team examining the planet-wide impacts of human activities. It offers geographic story telling of historic human density, urbanization, networks and footprints around the globe.",https://storymaps.arcgis.com/stories/2f289f1a06ba4f2d95b3fbf3133c50f9,2021-04-15,,en,21-Apr,"data, visuals, environment",
The Human Reach,"Il s’agit du premier chapitre de Living in the Age of Humans, une série conçue par l’équipe StoryMaps d’Esri, qui porte sur les répercussions des activités humaines à l’échelle de la planète. Il propose une histoire géographique qui porte sur la densité humaine historique, l’urbanisation, les réseaux et l’empreinte partout sur la planète.",https://storymaps.arcgis.com/stories/2f289f1a06ba4f2d95b3fbf3133c50f9,2021-04-15,,fr,21-Apr,"données, visuels, environnement",
Mauritius oil spill,"Story visualization of Ursa Space's imaging and analysis of coral reef collision and oil leak of bulk carrier vessel, MV Wakashio, off the coast of Mauritius.",https://storymaps.arcgis.com/stories/44f56f6a913a4d6684d50d808eca1cd2,2021-03-24,2020-08-06,en,21-Apr,visuals,
Déversement d’hydrocarbures de l’île Maurice,"Visualisation des images et de l’analyse d’Ursa Space de l’épisode de la collision du vraquier MV Wakashio, au large de l’île Maurice, avec les récifs coralliens et de la fuite de pétrole qui s’en est suivie",https://storymaps.arcgis.com/stories/44f56f6a913a4d6684d50d808eca1cd2,2021-03-24,2020-08-06,fr,21-Apr,visuels,
Predicting Food Insecurity in Zambia Using Satellite Imagery,Gradient boosted trees model detecting temporal changes in natural resource availability in Zambia.,https://towardsdatascience.com/predicting-food-insecurity-in-zambia-using-satellite-imagery-272ffecbbce5,2021-03-15,2020-01-24,en,21-Apr,"blog, agriculture",
Prédire l’insécurité alimentaire en Zambie à l’aide de l’imagerie satellite,Modèle d’arbres à gradient amélioré détectant les changements temporels dans la disponibilité des ressources naturelles en Zambie,https://towardsdatascience.com/predicting-food-insecurity-in-zambia-using-satellite-imagery-272ffecbbce5,2021-03-15,2020-01-24,fr,21-Apr,"blog, agriculture",
GIS Data: Biodiversity in Alberta,"Datasets include various biodiversity metrics and province-wide species distribution maps that interprets current abundances as well as estimates a reference abundance, which excludes human footprint.",https://www.abmi.ca/home/data-analytics/da-top/da-product-overview/GIS-Biodiversity-Data.html,2021-03-24,,en,21-Apr,"data, methods, environment",
Données des SIG : Biodiversité en Alberta,"Parmi les ensembles de données, il y a différentes mesures de la biodiversité et des cartes de répartition des espèces à l’échelle de la province qui interprètent l’abondance actuelle, en plus d’évaluer une abondance de référence, qui exclut l’empreinte humaine.",https://www.abmi.ca/home/data-analytics/da-top/da-product-overview/GIS-Biodiversity-Data.html,2021-03-24,,fr,21-Apr,"nouvelles, méthodes, environnement",
Data from space could help protect the endangered North Atlantic right whale ,"Canadian Space Agency anounces research funding for initiatives set to detect, monitor, and predictively model presence of the endangered North Atlantic right whales.",https://www.canada.ca/en/space-agency/news/2021/01/data-from-space-could-help-protect-the-endangered-north-atlantic-right-whale.html,2021-03-23,2021-01-26,en,21-Apr,news,
Les données spatiales pourraient aider à protéger la baleine noire de l’Atlantique Nord en voie de disparition. ,"L’Agence spatiale canadienne annonce un financement de recherche pour des initiatives visant à détecter, à surveiller et à modéliser de manière prédictive la présence des baleines noires de l’Atlantique Nord en voie de disparition.",https://www.canada.ca/en/space-agency/news/2021/01/data-from-space-could-help-protect-the-endangered-north-atlantic-right-whale.html,2021-03-23,2021-01-26,fr,21-Apr,nouvelles,
Putting Indigenous Place-Names and Languages Back on Maps,Global Indigenous Data Alliance (GIDA) advocates for indigenous data governance in GIS mapping.,https://www.esri.com/about/newsroom/arcnews/putting-indigenous-place-names-and-languages-back-on-maps/,2021-03-11,2021-01-01,en,21-Apr,news,
Remettre les noms des lieux et les langues autochtones sur les cartes,La Global Indigenous Data Alliance (GIDA) plaide pour une gouvernance des données autochtones en matière de cartographie SIG.,https://www.esri.com/about/newsroom/arcnews/putting-indigenous-place-names-and-languages-back-on-maps/,2021-03-11,2021-01-01,fr,21-Apr,nouvelles,
New drone surveillance system to be deployed on Canadian Coast Guard Vessels ,"A new aircraft will communicate with MIDAS, a data management system that allows sensor data to be processed and exploited in near real-time by analysts on board Canadian Coast Guard ships.",https://www.geospatialworld.net/news/new-drone-surveillance-system-to-be-deployed-on-canadian-coast-guard-vessels-in-trials-funded-by-drdc/,2021-02-25,2021-02-24,en,21-Apr,news,
Un nouveau système de surveillance par drone sera déployé sur les navires de la Garde côtière canadienne. ,"Un nouvel avion communiquera avec MIDAS, un système de gestion de données qui permet aux données des capteurs d’être traitées et exploitées en temps quasi réel par des analystes à bord des navires de la Garde côtière canadienne.",https://www.geospatialworld.net/news/new-drone-surveillance-system-to-be-deployed-on-canadian-coast-guard-vessels-in-trials-funded-by-drdc/,2021-02-25,2021-02-24,fr,21-Apr,nouvelles,
Radar vision in the mapping of forest biodiversity from space,Assessing species diversity and richness using Sentinel-1 SAR satellite imagery.,https://www.nature.com/articles/s41467-019-12737-x,2021-03-11,2019-10-18,en,21-Apr,journal,
Vision radar dans la cartographie de la biodiversité forestière depuis l’espace,"Évaluation de la diversité et de la richesse des espèces, à l’aide de l’imagerie satellite SAR de Sentinel 1.",https://www.nature.com/articles/s41467-019-12737-x,2021-03-11,2019-10-18,fr,21-Apr,revue,
The Virtual Watch Room,Pioneering technology to monitor and protect marine reserves.,https://www.pewtrusts.org/en/research-and-analysis/fact-sheets/2015/01/virtual-watch-room,2021-04-15,2015-01-21,en,21-Apr,news,
Le centre de surveillance virtuel,Technologie pilote pour surveiller et protéger les réserves marines.,https://www.pewtrusts.org/en/research-and-analysis/fact-sheets/2015/01/virtual-watch-room,2021-04-15,2015-01-21,fr,21-Apr,nouvelles,
Project Geospatial Podcast - The GDELT Project,"Kalev Leetaru discusses  open access geospatial database, The GDELT Project, designed to break out of media echo-chambers by mapping news reports from around the world using natural language processing.",https://www.projectgeospatial.com/podcast-archive/kalev-leetaru-of-the-gdelt-project,2021-03-23,2021-03-22,en,21-Apr,"data, methods, news",
Projet de balado géospatial – Projet GDELT,"Kalev Leetaru discute de la base de données géospatiale en libre accès, le projet GDELT, conçue pour sortir des « caisses de résonance » des médias, en cartographiant les reportages d’actualité du monde entier à l’aide du traitement du langage naturel.",https://www.projectgeospatial.com/podcast-archive/kalev-leetaru-of-the-gdelt-project,2021-03-23,2021-03-22,fr,21-Apr,"données, méthodes, nouvelles",
Regional wetland water storage changes: The influence of future climate on geographically isolated wetlands,Hydrologic modelling and machine learning used to assemble climate simulations and predict changes in Canada's geographically isolated wetlands.,https://www.sciencedirect.com/science/article/pii/S1470160X20308803?via%3Dihub,2021-03-24,2020-09-21,en,21-Apr,journal,
Changements régionaux du stockage de l’eau dans les zones humides : influence du climat futur sur les zones humides géographiquement isolées,Modélisation hydrologique et apprentissage automatique utilisés pour assembler des simulations climatiques et prédire les changements dans les terres humides géographiquement isolées du Canada,https://www.sciencedirect.com/science/article/pii/S1470160X20308803?via%3Dihub,2021-03-24,2020-09-21,fr,21-Apr,revue,
Brazil Tailings Dam Failures,"A case study of water contamination, water-level measuring, and vegetation index capabilities using Ursa, a U.S. satellite intelligence system that monitors real-time changes in the Earth's surface, and SAR imagery. ",https://www.ursaspace.com/blog/story-map-brazil-tailings-dam-failures,2021-03-24,,en,21-Apr,"news, industry, environment",
Ruptures des barrages de résidus miniers au Brésil,"Étude de cas de la contamination de l’eau, de la mesure du niveau de l’eau et de la capacité de l’indice de végétation établies au moyen d’Ursa, un système de renseignement satellitaire américain qui surveille les changements en temps réel de la surface de la Terre, ainsi que de l’imagerie par radar à synthèse d'ouverture. ",https://www.ursaspace.com/blog/story-map-brazil-tailings-dam-failures,2021-03-24,,fr,21-Apr,"nouvelles, industrie, environnement",
"Faster, smoother Web maps with new browser features","Through the adoption of the new browser technology OffscreenCanvas, bottlenecks to web map responsiveness can be minimized in OpenLayers. By off-loading scripting time from the main thread to OffscreenCanvas, idle time was increased, rendering occurred more quickly, FPS improved, and overall perception of responsiveness was able to improve in a map.",https://www.w3.org/community/maps4html/2020/04/07/better-web-maps-with-new-browser-features/,2021-03-30,2020-04-07,en,21-Apr,"blog, methods",
Des cartes Web plus rapides et plus fluides grâce à de nouvelles fonctions de navigation,"Grâce à l’adoption de la nouvelle technologie de navigation OffscreenCanvas, les goulots d’étranglement associés à la réactivité des cartes Web peuvent être réduits au minimum dans OpenLayers. Le déchargement du temps de script du fil principal sur OffscreenCanvas a permis d’accroître le temps d’inactivité, d’accélérer le rendu, d’augmenter le nombre d’images par seconde et d’améliorer la perception générale de la réactivité dans une carte.",https://www.w3.org/community/maps4html/2020/04/07/better-web-maps-with-new-browser-features/,2021-03-30,2020-04-07,fr,21-Apr,"blog, méthodes",
"Politique et financement de l’intelligence artificielle au Canada : investissements publics, intérêts privés",Ce rapport d'Ana Brandescu examine l'écosystème canadien de l'intelligence artificielle et les flux d'investissements publics dans l'IA.,https://www.mcgill.ca/centre-montreal/files/centre-montreal/aipolicyandfunding_report_updated_mar5.pdf,,,fr,21-Apr,industrie,
"Artificial intelligence policy and funding in Canada: Public investments, private interests",This report by Ana Brandescu investigates the Canadian artificial intelligence ecosystem and public investment flows in AI.,https://www.mcgill.ca/centre-montreal/files/centre-montreal/aipolicyandfunding_report_updated_mar5.pdf,,,en,21-Apr,industry,
"Le projet d'analyse des données d'observation de la Terre (images satellites) lancera, d'ici 2024, la première constellation de satellites axée sur l'agriculture.",Le projet d'analyse des données d'observation de la Terre (images satellites) vise à établir une production complète de données satellitaires ciblant l'agriculture — de la collecte au traitement en passant par l'analyse et la livraison d'images.,https://www.geospatialworld.net/news/eos-data-analytics-to-launch-the-first-agriculture-focused-satellite-constellation-by-2024/,2021-02-25,2021-02-19,fr,21-Jun,"nouvelles, agriculture",
Balado du Forum géospatial,"Présentations enregistrées de chercheurs, d'éducateurs et de praticiens en géoscience données à la North Carolina State University",https://podcasts.apple.com/ca/podcast/geospatial-forum/id1231126827,2021-03-11,,fr,21-Jun,nouvelles,
Suivi de la déforestation en Amazonie,"Détection de changements, par radar, de la déforestation de l'Amazonie brésilienne, ainsi que de la construction routière dans deux villes voisines",https://storymaps.arcgis.com/stories/e7ab300f1ad9403b8b5889228313717b,2021-04-14,"July, 2020",fr,21-Jun,"nouvelles, environnement",
Terre vivante,"Deuxième chapitre du récit avec des cartes Living in the Age of Humans (la vie à l'ère de l'humanité) d'ESRI, décrivant l'utilisation de l'espace terrestre par les humains",https://storymaps.arcgis.com/collections/cf8b6867ad954a6e9ed400ca9e9206ea?item=3,2021-04-15,,fr,21-Jun,"visuels, blog, environnement",
Comment nous l'avons construit : Sanctions Explorer 2.0,"Les méthodes qui sous-tendent la compilation des données gouvernementales publiques, en vue de permettre aux chercheurs et aux décideurs de comprendre les tendances sous-jacentes aux sanctions",http://c4ads.org/blogposts/2020/11/30/sanctions-explorer,2021-04-15,,fr,21-Jun,"blog, méthodes",
EOS Data Analytics to launch the first agriculture-focused satellite constellation by 2024,"EOS Data Analytics aims to establish full satellite data production – from imagery collection to processing, analysis, and delivery - that spotlights agriculture.",https://www.geospatialworld.net/news/eos-data-analytics-to-launch-the-first-agriculture-focused-satellite-constellation-by-2024/,2021-02-25,2021-02-19,en,21-Jun,"news, agriculture",
Geospatial Forum Podcast,"Recorded presentations of geoscience researchers, educators, and practitioners hosted at North Carolina State University.",https://podcasts.apple.com/ca/podcast/geospatial-forum/id1231126827,2021-03-11,,en,21-Jun,news,
Tracking Amazon Deforestation,Radar based change detection of Brazilian Amazon deforestation as well as road development in two nearby towns.,https://storymaps.arcgis.com/stories/e7ab300f1ad9403b8b5889228313717b,2021-04-14,"July, 2020",en,21-Jun,"news, environment",
The Living Land,"The second chapter in ESRI's Living in the Age of Humans StoryMaps, which depicts how humans have used land space.",https://storymaps.arcgis.com/collections/cf8b6867ad954a6e9ed400ca9e9206ea?item=3,2021-04-15,,en,21-Jun,"visuals, blog, environment",
How We Built It: Sanctions Explorer 2.0,The methods behind compiling public governemnt data for researchers and policymakers to understand trends behind sanctions.,http://c4ads.org/blogposts/2020/11/30/sanctions-explorer,2021-04-15,,en,21-Jun,"blog, methods",
How AI is helping map the world’s most vulnerable places,Microsoft's AI for Humanitarian Action maps rural developing regions using deep learning of Satellite imagery while crowdsourcing OpenStreetMaps for labels.,https://news.microsoft.com/on-the-issues/2020/02/13/ai-missing-maps-hot-bing/,2021-04-15,2020-02-13,en,21-Jun,"news, blog",
How AI is helping unlock information about melting glaciers,"Microsoft's AI for Earth focuses on monitoring Greenland's glaciers. ""Using a drone with a multispectral camera, Dr. Cook’s team mapped the extent of algal coverage across a 200 meter by 200 meter area of their test site.""",https://news.microsoft.com/on-the-issues/2019/10/29/ai-melting-glaciers-algae/,2021-04-15,,en,21-Jun,"news, blog, environment",
Housing Access Rating Tool (HART),"HART is a 20 point tool that scores Greater Melbourne and Geelong for access to key social services, amenities and public transport.",https://msd.unimelb.edu.au/research/projects/current/transforming-housing/affordable-housing-tools/housing-access-rating-tool-hart,2021-05-10,,en,21-Jun,"visuals, industry",
Transitland,"Transitland is an open data platform that collects GTFS, GTFS Realtime, and other open data feeds from transit providers around the world. Transitland aggregates feeds from over 2,500 operators in over 55 countries . Use the Transitland website to browse this world of data. Or use Transitland's APIs to power your own maps, data visualizations, analyses, trip planners, or routing algorithms.",https://www.transit.land/map#1.5/12.7/-119.5,2021-05-10,,en,21-Jun,data,
4th International Conference on Science and Technology Applications in Climate Change (STACLIM2021),"The STACLIM 2021 with the theme “Empowering Breakthroughs for Climate Change” will be the fourth in the series of conferences organised by IPI. This event is envisaged to witness active participation from various eminent environmental and earth scientists, researchers, engineers and students from academia, industry and government sectors for addressing complications associated with climate change and to draw forth novel and ground-breaking initiatives and solutions for climate resilience.",https://www.gislounge.com/gis-conferences-and-events/,2021-05-10,"July, 2021",en,21-Jun,event,
The Armed Conflict Location & Event Data Project (ACLED),"ACLED is a disaggregated data collection, analysis, and crisis mapping project. It is the highest quality and most widely used real-time data and analysis source on political violence and protest around the world.",https://acleddata.com/#/dashboard,2021-05-11,,en,21-Jun,data,
